bookId;title;author;Author l-f;Additional Authors;Isbn;Iisbn13;myRating;averageRating;publisher;Binding;numberOfPages;yearPublished;originalPublicationYear;dateRead;dateAdded;bookshelves;Bookshelves with positions;exclusiveShelf;My Review;Spoiler;Private Notes;Read Count;Owned Copies
35228596;10 kroków do maksymalnej produktywności;Michael Sliwinski;Sliwinski, Michael;Michał Śliwiński;;9788395119828;5;3.62;Self published;ebook;145;2017;2017;2021/06/04;2021/05/18;;;read;;;;1;0
23215733;Software Craftsman, The: Professionalism, Pragmatism, Pride (Robert C. Martin Series);Sandro Mancuso;Mancuso, Sandro;;0134052501;9780134052502;0;4.32;Pearson;Paperback;288;2014;2014;;2021/06/04;to-read;to-read (#85);to-read;;;;0;0
57843905;Zadbana finansowo. Jak zbudować świadomą relację z pieniędzmi;Justyna Kwiatkowska;Kwiatkowska, Justyna;;836658724X;9788366587243;3;3.10;Wydawnictwo Pełne Czasu;Paperback;134;2021;;2021/05/31;2021/05/15;;;read;;;;1;0
27840436;Sprawa Niny Frank (Hubert Meyer, #1);Katarzyna Bonda;Bonda, Katarzyna;;837758963X;9788377589632;4;3.26;MUZA S.A.;Paperback;416;2015;2007;;2021/01/20;;;read;;;;1;0
4866;How to Stop Worrying and Start Living (Dale Carnegie Books);Dale Carnegie;Carnegie, Dale;;0671035975;9780671035976;0;4.15;Gallery Books;Paperback;358;2004;1944;;2021/05/31;to-read;to-read (#84);to-read;;;;0;0
55748126;Inaczej. Jak pracować mniej, ale lepiej i przyjemniej;Radosław Kotarski;Kotarski, Radosław;;;;5;4.16;Altenberg;ebook;336;2020;2020;2021/05/30;2021/01/20;;;read;;;;1;0
28245875;Blogging for Busy Programmers;Andrzej Krzywda;Krzywda, Andrzej;;;;0;3.77;Arkency;ebook;40;2015;;;2021/05/28;to-read;to-read (#83);to-read;;;;0;0
16256798;The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results;Gary Keller;Keller, Gary;Jay Papasan;1885167776;9781885167774;0;4.13;Bard Press;Hardcover;240;2013;2012;;2021/05/28;to-read;to-read (#82);to-read;;;;0;0
23513617;Skazani na Shawshank;Stephen King;King, Stephen;;;;5;4.51;;;;;1982;;2021/01/20;;;read;;;;1;0
22310875;Zaczynaj od DLACZEGO. Jak wielcy liderzy inspirują innych do działania;Simon Sinek;Sinek, Simon;Zbigniew Waśko;8324653430;9788324653430;5;4.10;Onepress;Paperback;248;2013;2009;2021/05/27;2021/01/20;;;read;;;;1;0
56242760;Maria Curie;Ève Curie;Curie, Ève;Ewa Curie, Hanna Szyllerowa, Agnieszka Rasińska-Bóbr;8328086166;9788328086166;0;4.34;Wydawnictwo W.A.B.;Paperback;504;2021;1937;;2021/05/24;to-read;to-read (#81);to-read;;;;0;0
56804403;Alianci (Opowieści niepoprawne politycznie, #5);Piotr Zychowicz;Zychowicz, Piotr;;8381882362;9788381882361;0;3.91;Dom Wydawniczy Rebis;Paperback;528;2021;2021;;2021/05/24;to-read;to-read (#80);to-read;;;;0;0
57962904;Miasto szpiegów;Marek Krajewski;Krajewski, Marek;;8324062300;9788324062300;0;3.60;Znak;Paperback;384;2021;2021;;2021/05/24;to-read;to-read (#79);to-read;;;;0;0
13553636;Potęga checklisty. Jak opanować chaos i zyskać swobodę w działaniu;Atul Gawande;Gawande, Atul;Rafał Śmietana;8324015957;9788324015955;0;4.03;Społeczny Instytut Wydawniczy Znak;Paperback;264;2012;2009;;2021/05/20;to-read;to-read (#78);to-read;;;;0;0
32883490;Async Remote;Robert Pankowecki;Pankowecki, Robert;;;;0;4.18;;;;;;;2021/05/15;to-read;to-read (#77);to-read;;;;0;0
56613808;Później;Stephen King;King, Stephen;Rafał Lisowski;8382153615;9788382153613;4;3.98;Albatros;Paperback;384;2021;2021;2021/05/09;2021/03/10;;;read;;;;1;0
56082871;Co robić przed końcem świata;Tomasz Stawiszyński;Stawiszyński, Tomasz;;8326845787;9788326845789;4;3.69;Agora;Hardcover;360;2021;2021;2021/05/03;2021/01/20;;;read;;;;1;0
23848190;Extreme Ownership: How U.S. Navy SEALs Lead and Win;Jocko Willink;Willink, Jocko;Leif Babin;1250067057;9781250067050;0;4.25;St. Martin's Press;Hardcover;320;2015;2015;;2021/04/29;to-read;to-read (#76);to-read;;;;0;0
22085568;The Culture Map: Breaking Through the Invisible Boundaries of Global Business;Erin Meyer;Meyer, Erin;;;;0;4.33;PublicAffairs;Kindle Edition;290;2014;2014;;2021/04/29;to-read;to-read (#75);to-read;;;;0;0
9671907;Atlas zbuntowany;Ayn Rand;Rand, Ayn;Iwona Michałowska;8375060852;9788375060850;0;3.69;Zysk i S-ka;Paperback;1176;2008;1957;;2021/03/01;to-read;to-read (#69);to-read;;;;0;0
54858610;Ludowa historia Polski;Adam Leszczyński;Leszczyński, Adam;;8328083477;9788328083479;0;4.23;Wydawnictwo W.A.B.;Hardcover;672;2020;2020;;2021/04/22;to-read;to-read (#74);to-read;;;;0;0
57480865;Czas na języki;Sandra Scholz;Scholz, Sandra;;;9788366587199;4;3.67;Wydawnictwo Pełne Czasu;Paperback;160;2021;;2021/04/20;2021/04/09;;;read;;;;1;0
28602838;Marsjanin;Andy Weir;Weir, Andy;Marcin Ring;8328702223;9788328702226;4;4.41;Akurat;Paperback;384;2015;2011;;2021/01/20;;;read;;;;1;0
56655366;Szepty spoza nicości (Seweryn Zaorski, #3);Remigiusz Mróz;Mróz, Remigiusz;;8381953820;9788381953825;4;3.71;Filia;Paperback;464;2021;2021;2021/04/08;2021/01/20;;;read;;;;1;0
28405277;Chop Wood Carry Water: How to Fall In Love With the Process of Becoming Great;Joshua Medcalf;Medcalf, Joshua;;;;0;4.12;Lulu Publishing Services;Kindle Edition;114;2015;;;2021/03/31;to-read;to-read (#73);to-read;;;;0;0
6177371;Pan Lodowego Ogrodu. Tom 1 (Pan Lodowego Ogrodu, #1);Jarosław Grzędowicz;Grzędowicz, Jarosław;;8389011611;9788389011619;5;4.23;Fabryka Słów;Paperback;560;2005;2005;2021/03/28;2021/01/20;;;read;;;;1;0
18194;The Cyberiad;Stanisław Lem;Lem, Stanisław;Michael Kandel, Daniel Mróz;;;0;4.15;Harcourt;Paperback;295;2002;1965;;2021/03/20;to-read;to-read (#72);to-read;;;;0;0
11741685;Pan Lodowego Ogrodu. Tom 4 (Pan Lodowego Ogrodu, #4);Jarosław Grzędowicz;Grzędowicz, Jarosław;;8375747475;9788375747515;0;4.20;Fabryka Słów;Paperback;880;2012;2012;;2021/03/19;to-read;to-read (#71);to-read;;;;0;0
7147249;Pan Lodowego Ogrodu. Tom 3 (Pan Lodowego Ogrodu, #3);Jarosław Grzędowicz;Grzędowicz, Jarosław;;;9788375741667;0;4.22;Fabryka Słów;Paperback;504;2009;2009;;2021/03/19;to-read;to-read (#70);to-read;;;;0;0
40673614;Pucio uczy się mówić;Marta Galewska-Kustra;Galewska-Kustra, Marta;;8310130813;9788310130815;5;4.62;Nasza Ksiegarnia;Board book;40;2016;2016;;2021/01/20;;;read;;;;1;0
48577290;Pucio i ćwiczenia z mówienia, czyli nowe słowa i zdania;Marta Galewska-Kustra;Galewska-Kustra, Marta;Joanna Kłos;8310133340;9788310133342;5;4.55;Nasza Księgarnia;Board book;40;2018;2018;;2021/01/20;;;read;;;;1;0
48649811;Atomowe nawyki. Drobne zmiany, niezwykłe efekty;James Clear;Clear, James;Piotr Cieślak;8375797383;9788375797381;5;4.36;Galaktyka;Paperback;272;2019;2018;2021/03/07;2021/01/20;;;read;;;;1;0
18363491;NIE z miłości. Mądrzy rodzice - silne dzieci;Jesper Juul;Juul, Jesper;Dariusz Syska;8362445041;9788362445042;5;4.01;MiND;Paperback;97;2011;2006;2021/03/03;2021/01/20;;;read;;;;1;0
51006665;Wąska ścieżka. Dlaczego odszedłem z Kościoła;Stanisław Obirek;Obirek, Stanisław;Artur Nowak;8326829595;9788326829598;4;4.10;Agora;Hardcover;336;2020;2020;2021/02/28;2021/01/20;;;read;;;;1;0
51477728;Statystycznie rzecz biorąc, czyli ile trzeba zjeść czekolady, żeby dostać Nobla?;Janina Bąk;Bąk, Janina;;;9788328072602;5;3.59;Wydawnictwo WAB;Paperback;320;2020;2020;2021/02/15;2021/01/20;;;read;;;;1;0
40964071;Zrozumiec JavaScript Wprowadzenie do programowania;Marijn Haverbeke;Haverbeke, Marijn;;8328309696;9788328309692;4;4.15;Helion;Paperback;480;2015;2010;2021/02/10;2021/01/20;;;read;;;;1;0
48927138;Unit Testing: Principles, Practices, and Patterns;Vladimir Khorikov;Khorikov, Vladimir;;1617296279;9781617296277;0;4.60;Manning;Paperback;304;2019;;;2021/02/10;to-read;to-read (#68);to-read;;;;0;0
53302023;Lot 202;Remigiusz Mróz;Mróz, Remigiusz;;8381951429;9788381951425;3;3.75;Filia;Paperback;512;2020;2020;2021/02/01;2021/01/20;;;read;;;;1;0
50790069;Tragedia na Przełęczy Diatłowa. Historia bez końca;Alice Lugen;Lugen, Alice;;8380499999;9788380499997;0;4.05;Czarne;Paperback;280;2020;2020;;2021/01/31;to-read;to-read (#67);to-read;;;;0;0
7494531;Czas zabijania;John Grisham;Grisham, John;;8326100668;9788326100666;0;4.11;Amber;Paperback;464;2009;1989;;2021/01/31;;;read;;;;1;0
11766256;Karaibska tajemnica;Agatha Christie;Christie, Agatha;;8324588787;9788324588787;0;3.84;Wydawnictwo Dolnośląskie;Paperback;219;2009;1964;;2021/01/31;;;read;;;;1;0
55204324;Wojna o szczepionki. Jak doktor Wakefield oszukał świat?;Brian Deer;Deer, Brian;Katarzyna Bażyńska-Chojnacka, Piotr Chojnacki;8366570339;9788366570337;4;3.98;Wydawnictwo Poznańskie;Paperback;456;2020;2020;2021/01/31;2021/01/20;;;read;;;;1;0
36096111;Astrofizyka dla zabieganych;Neil deGrasse Tyson;Tyson, Neil deGrasse;Jeremi K. Ochab;8365743531;9788365743534;0;4.08;Insignis;Hardcover;208;2017;2017;;2021/01/30;to-read;to-read (#66);to-read;;;;0;0
6463532;Dawca;Tess Gerritsen;Gerritsen, Tess;;8373596593;9788373596597;0;4.14;Albatros;Paperback;400;2008;1996;;2021/01/28;;;read;;;;1;0
24674971;"Wydział spraw zamkniętych (Harry Bosch, #11; Harry Bosch Universe, #14)";Michael Connelly;Connelly, Michael;;8374691530;9788374691536;0;4.17;Prószyński i S-ka;Paperback;324;2005;2005;;2021/01/28;;;read;;;;1;0
32998879;Junior Developer. Wszystko co trzeba wiedzieć, by zacząć pracę jako programista.;Mateusz Kupilas;Kupilas, Mateusz;;;;3;3.75;Edukatorium;ebook;147;2016;2016;;2021/01/28;;;read;;;;1;0
42733742;Podrecznik frontendowca. The Big Nerd Ranch Guide;Todd Gandee Chris Aquino;Aquino, Todd Gandee Chris;;8328332035;9788328332034;3;3.00;Helion;Paperback;488;2017;;;2021/01/28;;;read;;;;1;0
10485654;Uciekinier;Ken Follett;Follett, Ken;Jacek Manicki, Michał Wroczyński;8376592556;9788376592558;3;4.04;Wydawnictwo Albatros;Hardcover;480;2010;1995;;2021/01/28;;;read;;;;1;0
13064725;Miliarderzy z przypadku. Początki Facebooka. Opowieść o seksie, pieniądzach, geniuszu i zdradzie;Ben Mezrich;Mezrich, Ben;Jacek Konieczny;8374148381;9788374148382;3;3.57;Wydawnictwo W.A.B.;Hardcover;320;2010;2009;;2021/01/28;;;read;;;;1;0
24949916;Ludzie czy bogowie. 27 rozmów z najsłynniejszymi polskimi lekarzami;Dariusz Kortko;Kortko, Dariusz;Krystyna Bochenek;;9788326817076;4;3.98;Agora S.A.;ebook;350;2015;2015;;2021/01/28;;;read;;;;1;0
30233392;Halo człowiek. Rozmowy o tym, co ważne;Konrad Kruczkowski;Kruczkowski, Konrad;;;9788379839315;4;3.86;Zielona Sowa;Hardcover;160;2016;2016;;2021/01/28;;;read;;;;1;0
35139047;Halo Tato. Reportaże o dobrym ojcostwie;Konrad Kruczkowski;Kruczkowski, Konrad;;838073324X;9788380733244;4;3.96;Zielona Sowa;Paperback;160;2017;2017;;2021/01/28;;;read;;;;1;0
33953793;Świat Andrzeja Fidyka;Andrzej Fidyk;Fidyk, Andrzej;Aleksandra Szarłat;832403725X;9788324037254;0;4.42;Społeczny Instytut Wydawniczy Znak;Paperback;320;2017;2017;;2021/01/28;to-read;to-read (#65);to-read;;;;0;0
31785760;Istota zła;Luca D'Andrea;D'Andrea, Luca;Stanisław Kasprzysiak;8328036932;9788328036932;0;3.59;Wydawnictwo W.A.B.;Paperback;480;2016;2016;;2021/01/28;to-read;to-read (#64);to-read;;;;0;0
31378337;Wy wszyscy moi ja;Miłosz Brzeziński;Brzeziński, Miłosz;;;;0;4.47;989-Instytut Kreowania Skuteczności;Hardcover;336;2016;2016;;2021/01/28;to-read;to-read (#63);to-read;;;;0;0
40211324;Gdzie rosną pieniądze;Joanna Dymmel;Dymmel, Joanna;;8324047638;9788324047635;3;3.05;Znak Literanova;Paperback;224;2018;;;2021/01/28;;;read;;;;1;0
34838263;Narratologia;Paweł Tkaczyk;Tkaczyk, Paweł;;8301192542;9788301192549;4;4.02;Polskie Wydawnictwo Naukowe;Paperback;160;2017;2017;;2021/01/28;;;read;;;;1;0
30688441;Mamo tato co ty na to? 3;Paweł Zawitkowski;Zawitkowski, Paweł;Joanna Szulc;8393187664;9788393187669;4;3.33;Marceli Szpak;Hardcover;353;2012;;;2021/01/28;;;read;;;;1;0
30688416;Mamo tato co ty na to? 2;Paweł Zawitkowski;Zawitkowski, Paweł;;8393187648;9788393187645;3;3.00;Marceli Szpak;Hardcover;209;2010;;;2021/01/28;;;read;;;;1;0
13456437;Mamo Tato co Ty na to?;Paweł Zawitkowski;Zawitkowski, Paweł;;8393187605;9788393187607;4;3.78;Marceli Szpak;Hardcover;240;2010;2010;;2021/01/28;;;read;;;;1;0
48910168;Prawda. Krótka historia wciskania kitu;Tom   Phillips;Phillips, Tom;Maria Gębicka-Frąc;8381258197;9788381258197;0;3.59;Albatros;Paperback;320;2020;2019;;2021/01/22;to-read;to-read (#58);to-read;;;;0;0
43681151;Po piśmie;Jacek Dukaj;Dukaj, Jacek;;830806874X;9788308068748;0;4.00;Wydawnictwo Literackie;Hardcover;416;2019;2019;;2021/01/26;to-read;to-read (#62);to-read;;;;0;0
1451628;Inne Pieśni;Jacek Dukaj;Dukaj, Jacek;;8308034810;9788308034811;0;4.35;Wydawn. Literackie;Paperback;627;2003;2003;;2021/01/26;to-read;to-read (#61);to-read;;;;0;0
49695371;Instytut;Stephen King;King, Stephen;Rafał Lisowski;838125731X;9788381257312;0;4.20;Albatros;Paperback;672;2019;2019;;2021/01/26;to-read;to-read (#60);to-read;;;;0;0
26104674;Więzienny prawnik;John Grisham;Grisham, John;Lech Z. Żołędziowski;837885633X;9788378856337;0;3.88;Wydawnictwo Albatros;Hardcover;494;2013;2012;;2021/01/26;;;read;;;;1;0
25824175;Zeznanie;John Grisham;Grisham, John;;8324141227;9788324141227;0;3.90;Amber;Mass Market Paperback;416;2011;2010;;2021/01/26;;;read;;;;1;0
43160820;Gdzie jest Prezydent;Bill Clinton;Clinton, Bill;James Patterson, Karolina Rybicka-Tomala;8324055452;9788324055456;3;3.85;Znak;Paperback;544;2019;2018;;2021/01/26;;;read;;;;1;0
24746541;Chłód granitu (Logan McRae, #1);Stuart MacBride;MacBride, Stuart;;8324127933;9788324127931;0;4.07;Wydawnictwo Amber;Paperback;320;2007;2005;;2021/01/26;;;read;;;;1;0
21496112;Spisek franciszkanów;John R. Sack;Sack, John R.;;8373594663;9788373594661;0;3.30;Albatros;Paperback;528;2007;2005;;2021/01/26;;;read;;;;1;0
40023499;Napad;Robin Cook;Cook, Robin;;8375106178;9788375106176;0;3.59;Rebis;Paperback;480;;2003;;2021/01/25;;;read;;;;1;0
38479020;Czy Nowy Jork płonie?;Larry Collins;Collins, Larry;Dominique Lapierre, Hanna Zbonikowska;8373916156;;0;3.17;Świat Książki;Paperback;248;2005;2004;;2021/01/25;;;read;;;;1;0
38746485;Becoming;Michelle Obama;Obama, Michelle;;;;0;4.47;Crown;Hardcover;426;2018;2018;;2021/01/22;to-read;to-read (#59);to-read;;;;0;0
35450215;Mój ojciec Pablo Escobar;Juan Pablo Escobar;Escobar, Juan Pablo;Magdalena Olejnik;8365676796;9788365676795;4;3.87;Wydawnictwo Zysk i S-ka;Paperback;492;2017;2014;;2021/01/20;;;read;;;;1;0
11084145;Steve Jobs;Walter Isaacson;Isaacson, Walter;;1451648537;9781451648539;0;4.16;Simon & Schuster;Hardcover;630;2011;2011;;2021/01/21;to-read;to-read (#57);to-read;;;;0;0
25744928;Deep Work: Rules for Focused Success in a Distracted World;Cal Newport;Newport, Cal;;1455586692;9781455586691;5;4.18;Grand Central Publishing;Hardcover;296;2016;2016;;2021/01/21;;;read;;;;1;0
27259586;Nic bardziej mylnego!;Radosław Kotarski;Kotarski, Radosław;;8324035524;9788324035526;3;3.60;Społeczny Instytut Wydawniczy Znak;Paperback;300;2015;2015;;2021/01/20;;;read;;;;1;0
48582774;Władaj i gadaj, Tom 2;Arlena Witt;Witt, Arlena;;;9788395235443;5;4.90;Altenberg;Paperback;271;2019;;;2021/01/21;;;read;;;;1;0
48582758;Władaj i gadaj, Tom 1;Arlena Witt;Witt, Arlena;;;9788395235436;5;4.72;Altenberg;Paperback;287;2019;;;2021/01/21;;;read;;;;1;0
36278861;Grama to nie drama. Tom 1;Arlena Witt;Witt, Arlena;;8394871224;9788394871222;5;4.74;Altenberg;Paperback;288;2017;2017;;2021/01/21;;;read;;;;1;0
36278876;Grama to nie drama. Tom 2;Arlena Witt;Witt, Arlena;;;9788394871239;5;4.77;Altenberg;Paperback;261;2017;2017;;2021/01/21;;;read;;;;1;0
34440834;Oto człowiek. Droga krzyżowa z Jerozolimy.;Adam Szustak;Szustak, Adam;;8324045872;9788324045877;5;4.79;Dom Wydawniczy RAFAEL;Hardcover;136;2017;;;2021/01/21;;;read;;;;1;0
32312270;Jeszcze pięć minutek;Adam Szustak;Szustak, Adam;;8324065172;9788324065172;4;4.35;Znak;Hardcover;416;2022;2016;;2021/01/21;;;read;;;;1;0
23562483;Wilki dwa;Adam Szustak;Szustak, Adam;Robert Litza Friedrich;8324031820;9788324031825;4;4.01;Wydawnictwo ZNAK;Paperback;288;2014;2014;;2021/01/21;;;read;;;;1;0
31118820;MAMO, TATO, A GDZIE JEST BÓG?;Marta Babik, Marek Babik;Babik, Marta Babik, Marek;;8327711105;9788327711106;4;3.50;Wydawnictwo WAM;Paperback;168;2016;;;2021/01/21;;;read;;;;1;0
7693756;Marker (Jack Stapleton & Laurie Montgomery, #5);Robin Cook;Cook, Robin;Norbert Radomski;8375102105;9788375102109;4;3.93;Rebis;Paperback;494;2008;2005;;2021/01/21;;;read;;;;1;0
9639482;Mutant;Robin Cook;Cook, Robin;;8371202660;9788371202667;3;3.81;;Paperback;317;;1989;;2021/01/21;;;read;;;;1;0
41746576;Coma;robin cook;cook, robin;;8375102946;9788375102949;4;3.88;Rebis;Paperback;324;2016;1959;;2021/01/21;;;read;;;;1;0
16146731;Trafny wybór;J.K. Rowling;Rowling, J.K.;Anna Gralak;8324021469;9788324021468;3;3.30;Znak;Paperback;505;2012;2012;;2021/01/21;;;read;;;;1;0
13536860;Fifty Shades Freed (Fifty Shades, #3);E.L. James;James, E.L.;;0345803507;9780345803504;1;3.83;Vintage Books;Paperback;579;2013;2012;;2021/01/21;;;read;;;;1;0
11857408;Fifty Shades Darker (Fifty Shades, #2);E.L. James;James, E.L.;;1612130585;9781612130583;1;3.83;The Writer's Coffee Shop Publishing House;Paperback;532;2011;2011;;2021/01/21;;;read;;;;1;0
10818853;Fifty Shades of Grey (Fifty Shades, #1);E.L. James;James, E.L.;;1612130291;9781612130293;2;3.66;Vintage;Paperback;356;2011;2011;;2021/01/21;;;read;;;;1;0
45019906;Ludzie. Krótka historia o tym, jak spieprzyliśmy wszystko;Tom   Phillips;Phillips, Tom;Maria Gębicka-Frąc;8381254809;9788381254809;0;4.00;Albatros;Paperback;320;2019;2018;;2021/01/21;to-read;to-read (#56);to-read;;;;0;0
16156881;Katarzyna Wielka. Gra o władzę;Eva Stachniak;Stachniak, Eva;Ewa Rajewska;8324017291;9788324017294;3;3.60;Społeczny Instytut Wydawniczy Znak;Paperback;503;2012;2012;;2021/01/21;;;read;;;;1;0
6294491;Sprzedawca broni;Hugh Laurie;Laurie, Hugh;Jacek Konieczny;837414419X;9788374144193;3;3.67;W.A.B.;Paperback;413;2008;1996;;2021/01/21;;;read;;;;1;0
1720478;Cień wiatru (Cmentarz Zapomnianych Książek, #1);Carlos Ruiz Zafón;Zafón, Carlos Ruiz;Beata Fabjańska-Potapczuk, Carlos Marrodán Casas;8374951532;9788374951531;4;4.29;MUZA S.A.;Hardcover;520;2007;2001;;2021/01/21;;;read;;;;1;0
24232842;Ziarno prawdy (Teodor Szacki, #2);Zygmunt Miloszewski;Miloszewski, Zygmunt;;832801467X;9788328014671;4;4.10;Wydawnictwo W.A.B.;Paperback;368;2014;2011;;2021/01/21;;;read;;;;1;0
30986989;Uwikłanie;Zygmunt Miloszewski;Miloszewski, Zygmunt;;;;4;3.81;W.A.B.;;304;;2007;;2021/01/20;;;read;;;;1;0
4492850;Pielgrzym;Paulo Coelho;Coelho, Paulo;Krystyna Szeżyńska-Maćkowiak;8324703616;9788324703616;0;3.65;Świat Książki;Paperback;302;2008;1987;;2021/01/21;;;read;;;;1;0
865;The Alchemist;Paulo Coelho;Coelho, Paulo;Alan R. Clarke;0061122416;9780061122415;0;3.91;HarperCollins;Paperback;197;1993;1988;;2021/01/21;;;read;;;;1;0
22597781;Bez znieczulenia. Jak powstaje człowiek;Magdalena Rigamonti;Rigamonti, Magdalena;Marzena Dębska, Romuald Dębski;8377056194;9788377056196;4;3.88;Dom Wydawniczy PWN;Hardcover;182;2014;2014;;2021/01/21;;;read;;;;1;0
6402408;Boże igrzysko: Historia Polski;Norman Davies;Davies, Norman;;8324006540;;5;4.26;Znak;Hardcover;1232;2006;2005;;2021/01/21;;;read;;;;1;0
42443704;„Pan raczy żartować, panie Feynman!” Przypadki ciekawego człowieka;Richard P. Feynman;Feynman, Richard P.;Tomasz Bieroń;8324048669;9788324048663;0;4.27;Wydawnictwo Znak;Hardcover;448;2018;1985;;2021/01/21;to-read;to-read (#55);to-read;;;;0;0
29867533;Mówiąc inaczej. Jak pisać i mówić, żeby się nie pogubić;Paulina Mikuła;Mikuła, Paulina;;8324036229;9788324036226;3;3.39;Flow Books;Paperback;283;2016;2016;;2021/01/21;;;read;;;;1;0
26133153;Cudowny lek. Robert Koch, Ludwik Pasteur i prątki gruźlicy;Thomas Goetz;Goetz, Thomas;Robert  Śmietana;8324027270;9788324027279;4;3.87;Społeczny Instytut Wydawniczy Znak;Paperback;384;2015;2014;;2021/01/21;;;read;;;;1;0
49697598;Wirus paniki. Historia kontrowersji wokół szczepionek i autyzmu;Seth Mnookin;Mnookin, Seth;Hanna Pustuła-Lewicka;8380499204;9788380499201;0;4.07;Wydawnictwo Czarne;Hardcover;392;2019;2011;;2021/01/21;to-read;to-read (#53);to-read;;;;0;0
53349656;Kwestia ceny (Zofia Lorentz, #2);Zygmunt Miloszewski;Miloszewski, Zygmunt;;832807219X;9788328072190;3;3.57;Wydawnictwo W.A.B.;Paperback;528;2020;2020;2021/01/01;2021/01/20;;;read;;;;1;0
23358242;Religa. Biografia najsłynniejszego polskiego kardiochirurga;Dariusz Kortko;Kortko, Dariusz;Judyta Watoła;8326813540;9788326813542;4;4.06;Agora S.A.;Hardcover;320;2014;2014;;2021/01/20;;;read;;;;1;0
41726541;Masters of Sex: Vida y época de William Masters y Virginia Johnson, la pareja que enseñó a Estados Unidos cómo amar;Thomas Maier;Maier, Thomas;;8466336842;9788466336840;4;4.08;DEBOLSILLO;Mass Market Paperback;616;2016;;;2021/01/20;;;read;;;;1;0
24148540;Kancelaria;John Grisham;Grisham, John;Krzysztof Obłucki;8376596322;9788376596327;0;3.87;Albatros;Paperback;512;2012;2011;;2021/01/20;;;read;;;;1;0
34340632;Dziennik watykański. Władza, ludzie, polityka.;John Thavis;Thavis, John;;8324032754;9788324032754;3;3.68;Znak;Paperback;384;2015;2013;;2021/01/20;;;read;;;;1;0
32730870;Ćwiczenia duszy, rozciąganie mózgu;Jerzy Vetulani;Vetulani, Jerzy;Grzegorz Strzelczyk;;;4;3.88;Znak;Paperback;240;2016;2016;;2021/01/20;;;read;;;;1;0
36223075;Zawód: Programista;Maciej Aniserowicz;Aniserowicz, Maciej;;9788394905;;4;3.66;;Hardcover;288;2017;;;2021/01/20;;;read;;;;1;0
43494996;Kariera programisty. Jak budować doświadczenie, przejść rekrutację i zdobyć pracę marzeń;John Z. Sonmez;Sonmez, John Z.;Wojciech Usarzewicz;;9788328343948;3;4.04;;ebook;;2018;2017;;2021/01/20;;;read;;;;1;0
29858413;Nowy jednominutowy menedżer;Kenneth H. Blanchard;Blanchard, Kenneth H.;Spencer Johanson;8377469448;9788377469446;3;3.87;MT Biznes;Paperback;101;2015;2015;;2021/01/20;;;read;;;;1;0
44596183;Kontra (Inwazja, #3);Wojtek Miłoszewski;Miłoszewski, Wojtek;;8328066017;9788328066014;4;3.46;Wydawnictwo W.A.B.;Paperback;400;2019;2019;;2021/01/20;;;read;;;;1;0
39892851;Farba (Inwazja, #2);Wojtek Miłoszewski;Miłoszewski, Wojtek;;8328053616;9788328053618;4;3.61;Wydawnictwo W.A.B.;Paperback;448;2018;2018;;2021/01/20;;;read;;;;1;0
34973032;Inwazja (Inwazja, #1);Wojtek Miłoszewski;Miłoszewski, Wojtek;;8328044234;9788328044234;4;3.42;Wydawnictwo W.A.B.;Paperback;512;2017;2017;;2021/01/20;;;read;;;;1;0
42510008;Kastor (Kastor, #1);Wojtek Miłoszewski;Miłoszewski, Wojtek;;8328058405;9788328058408;4;3.67;Wydawnictwo W.A.B.;Paperback;352;2018;2018;;2021/01/20;;;read;;;;1;0
51316380;Kobieta w Watykanie. Jak żyje się w najmniejszym państwie świata;Magdalena Wolińska-Riedi;Wolińska-Riedi, Magdalena;;8324059008;9788324059003;4;3.54;Znak;Paperback;368;2019;2019;;2021/01/20;;;read;;;;1;0
43683806;Pacjentka;Alex Michaelides;Michaelides, Alex;Agnieszka Patrycja Wyszogrodzka-Gaik;8328061473;9788328061477;3;4.18;Wydawnictwo W.A.B.;Paperback;352;2019;2019;;2021/01/20;;;read;;;;1;0
53333665;Bezcenny (Zofia Lorentz, #1);Zygmunt Miloszewski;Miloszewski, Zygmunt;;8328083159;9788328083158;4;3.90;Wydawnictwo W.A.B.;Paperback;496;2020;2013;;2021/01/20;;;read;;;;1;0
23400181;Ziarno prawdy (Teodor Szacki, #2);Zygmunt Miloszewski;Miloszewski, Zygmunt;;8328014343;9788328014343;0;4.10;Wydawnictwo W.A.B.;Paperback;368;2014;2011;;2021/01/20;;;read;;;;1;0
23289773;Gniew (Teodor Szacki, #3);Zygmunt Miloszewski;Miloszewski, Zygmunt;;8328009358;9788328009356;0;3.79;Wydawnictwo W.A.B.;Paperback;404;2014;2014;;2021/01/20;;;read;;;;1;0
11317128;Gra o tron (A Song of Ice and Fire, #1);George R.R. Martin;Martin, George R.R.;Paweł Kruk;8375068306;9788375068306;5;4.44;Zysk i S-ka;Paperback;844;2011;1996;;2021/01/20;;;read;;;;1;0
17364615;Starcie królów (Pieśń Lodu i Ognia, #2);George R.R. Martin;Martin, George R.R.;Michał Jakuszewski;8375069957;9788375069952;5;4.42;Zysk i S-ka Wydawnictwo;Hardcover;1022;2012;1998;;2021/01/20;;;read;;;;1;0
