bookId;title;author;Author l-f;Additional Authors;Isbn;Iisbn13;myRating;averageRating;publisher;Binding;numberOfPages;yearPublished;originalPublicationYear;dateRead;dateAdded;bookshelves;Bookshelves with positions;exclusiveShelf;My Review;Spoiler;Private Notes;Read Count;Owned Copies
13588846;Wiedźmin (Saga o Wiedźminie, #0.5-0.6, #1-5);Andrzej Sapkowski;Sapkowski, Andrzej;;837054150X;9788370541507;5;4.67;SuperNowa;Hardcover;2530;2010;2006;;2021/01/20;;;read;;;;1;0
1206024;Lokomotywa;Julian Tuwim;Tuwim, Julian;;;9788375882476;0;4.25;Poznańskie;Hardcover;22;2008;1938;;2021/01/20;;;read;;;;1;0
6751636;Brzechwa dzieciom;Jan Brzechwa;Brzechwa, Jan;Jan Marcin Szancer;8310079109;9788310079107;0;4.31;G&P Oficyna Wydawnicza;Hardcover;128;1984;1953;;2021/01/20;;;read;;;;1;0
4565028;Sposób na Alcybiadesa;Edmund Niziurski;Niziurski, Edmund;;;9788375882841;0;3.72;Firma Księgarska Jacek i Krzysztof Olesiejuk - Inwestycje;Hardcover;285;2008;1964;;2021/01/20;;;read;;;;1;0
6998781;Mendel Gdański;Maria Konopnicka;Konopnicka, Maria;;;;0;3.41;Ludowa Spółdzielnia Wydawnicza;Paperback;39;1956;1890;;2021/01/20;;;read;;;;1;0
2373909;Kroniki Jakuba Wędrowycza (Kroniki Jakuba Wędrowycza, #1);Andrzej Pilipiuk;Pilipiuk, Andrzej;;8360505845;9788360505847;0;3.74;Fabryka Słów;Paperback;296;2007;2001;;2021/01/20;;;read;;;;1;0
2484198;Lód;Jacek Dukaj;Dukaj, Jacek;;8308039855;9788308039854;0;4.16;Wydawnictwo Literackie;Hardcover;1051;2008;2008;;2021/01/20;to-read;to-read (#42);to-read;;;;0;0
1127386;Achaja. Tom I (Achaja, #1);Andrzej Ziemiański;Ziemiański, Andrzej;;8389011050;9788389011053;0;3.65;Fabryka Słów;Paperback;622;2002;2002;;2021/01/20;to-read;to-read (#41);to-read;;;;0;0
1862543;Mitologia: wierzenia i podania Greków i Rzymian;Jan Parandowski;Parandowski, Jan;;8320706572;;4;3.58;Iskry;Paperback;260;1984;1959;;2021/01/20;;;read;;;;1;0
1692524;Akademia Pana Kleksa (Pan Kleks #1);Jan Brzechwa;Brzechwa, Jan;;;;0;3.69;Siedmioróg;Hardcover;132;2007;1946;;2021/01/20;;;read;;;;1;0
1610457;Ten obcy (Ten obcy, #1);Irena Jurgielewiczowa;Jurgielewiczowa, Irena;;8310074735;9788310074737;0;3.36;Nasza Księgarnia;Paperback;281;1978;1961;;2021/01/20;;;read;;;;1;0
1264957;Syzyfowe prace;Stefan Żeromski;Żeromski, Stefan;;8372556350;9788372556356;0;2.36;Prószyński i S-ka;Paperback;238;2000;1898;;2021/01/20;;;read;;;;1;0
1841696;Dziady;Adam Mickiewicz;Mickiewicz, Adam;;193020504X;9781930205048;0;3.31;Greg;Hardcover;180;2000;1821;;2021/01/20;;;read;;;;1;0
2151148;Balladyna;Juliusz Słowacki;Słowacki, Juliusz;;;9788361237525;0;3.40;IBIS;Hardcover;172;2008;1839;;2021/01/20;;;read;;;;1;0
15581;Ferdydurke;Witold Gombrowicz;Gombrowicz, Witold;Danuta Borchardt, Susan Sontag;0300082401;9780300082401;0;3.79;Yale University Press;Paperback;320;2000;1937;;2021/01/20;;;read;;;;1;0
6085450;Wywiad z wampirem (Kroniki wampirów, #1);Anne Rice;Rice, Anne;Tomasz Olszewski;8373016864;9788373016866;0;4.02;Rebis;Paperback;400;2005;1976;;2021/01/20;;;read;;;;1;0
22317655;Pochłaniacz (Cztery żywioły Saszy Załuskiej, #1);Katarzyna Bonda;Bonda, Katarzyna;;8377586886;9788377586884;3;3.44;MUZA S.A.;Paperback;672;2014;2014;;2021/01/20;;;read;;;;1;0
52749040;Rana;Wojciech Chmielarz;Chmielarz, Wojciech;;8366335046;9788366335042;4;3.43;Marginesy;Paperback;413;2019;2019;;2021/01/20;;;read;;;;1;0
39708866;Żmijowisko;Wojciech Chmielarz;Chmielarz, Wojciech;;8365973375;9788365973375;4;3.77;Marginesy;Paperback;480;2018;2018;;2021/01/20;;;read;;;;1;0
4099;The Pragmatic Programmer: From Journeyman to Master;Andy Hunt;Hunt, Andy;Dave Thomas;020161622X;9780201616224;0;4.33;Addison-Wesley Professional;Paperback;321;1999;1999;;2021/01/20;to-read;to-read (#40);to-read;;;;0;0
50522825;Cyfrodziewczyny. Pionierki polskiej informatyki;Karolina Wasielewska;Wasielewska, Karolina;;8366232875;9788366232877;3;3.95;Wydawnictwo Krytyki Politycznej;Paperback;304;2020;2020;;2021/01/20;;;read;;;;1;0
13537168;4-godzinny tydzień pracy;Timothy Ferriss;Ferriss, Timothy;Anita Doroba;8377461072;9788377461075;0;3.92;MT Biznes;Hardcover;484;2011;2007;;2021/01/20;;;read;;;;1;0
17161472;Pułapki myślenia. O myśleniu szybkim i wolnym;Daniel Kahneman;Kahneman, Daniel;Piotr Szymczak;8372786771;9788372786777;0;4.18;Wydawnictwo Media Rodzina;Paperback;667;2012;2011;;2021/01/20;to-read;to-read (#39);to-read;;;;0;0
51871482;Przepis na człowieka. Czyli krótki wstęp do odpowiedzi na pytanie: dlaczego jesteśmy, jacy jesteśmy;Dawid Myśliwiec;Myśliwiec, Dawid;;8395235496;9788395235498;4;4.32;Wydawnictwo Altenberg;Hardcover;449;2020;2020;;2021/01/20;;;read;;;;1;0
36278842;Włam się do mózgu;Radosław Kotarski;Kotarski, Radosław;;8394871208;9788394871208;4;4.32;Altenberg;Paperback;304;2017;2017;;2021/01/20;;;read;;;;1;0
25984914;Bloger i Social Media;Tomek Tomczyk;Tomczyk, Tomek;;;;4;3.59;;;520;2014;2014;;2021/01/20;;;read;;;;1;0
29916101;Social Media: Start;Tomek Tomczyk;Tomczyk, Tomek;;;;4;3.88;JasonHunt Books;;240;2016;;;2021/01/20;;;read;;;;1;0
18630878;Blog. Pisz, kreuj, zarabiaj;Tomek Tomczyk;Tomczyk, Tomek;;837895658X;9788378956587;4;3.44;Zielona Sowa;Paperback;376;2013;2013;;2021/01/20;;;read;;;;1;0
34376032;Spod zamarzniętych powiek;Adam Bielecki;Bielecki, Adam;Dominik Szczepański;832682402X;9788326824029;4;4.23;Agora S.A.;Hardcover;414;2017;2017;;2021/01/20;;;read;;;;1;0
25804418;Kuba;Jakub Błaszczykowski;Błaszczykowski, Jakub;Małgorzata Domagalik;;9788328022157;3;3.57;Buchmann;ebook;272;2015;2015;;2021/01/20;;;read;;;;1;0
42515796;Kuba Wojewódzki. Nieautoryzowana autobiografia;Kuba Wojewódzki;Wojewódzki, Kuba;;8380322886;9788380322882;2;3.06;Wielka Litera;Paperback;488;2018;2018;;2021/01/20;;;read;;;;1;0
25541028;Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future;Ashlee Vance;Vance, Ashlee;;0062301233;9780062301239;4;4.19;Ecco;Hardcover;392;2015;2015;;2021/01/20;;;read;;;;1;0
29616650;Elżbieta II. O czym nie mówi królowa?;Marek Rybarczyk;Rybarczyk, Marek;;8324036202;9788324036202;4;3.42;Społeczny Instytut Wydawniczy Znak;Paperback;320;2016;2016;;2021/01/20;;;read;;;;1;0
52726817;Czarni;Paweł Reszka;Reszka, Paweł;;8366219135;9788366219137;3;3.72;Czerwone i Czarne;Paperback;376;2019;2019;;2021/01/20;;;read;;;;1;0
30095423;Chciwość. Jak nas oszukują wielkie firmy;Paweł Reszka;Reszka, Paweł;;8377002280;9788377002285;3;3.55;Czerwone i Czarne;Paperback;300;2016;2016;;2021/01/20;;;read;;;;1;0
40053823;Mali bogowie 2. Jak umierają Polacy;Paweł Reszka;Reszka, Paweł;;;9788377003190;4;3.98;Czerwone i Czarne;ebook;336;2018;2018;;2021/01/20;;;read;;;;1;0
34834217;Mali bogowie. O znieczulicy polskich lekarzy;Paweł Reszka;Reszka, Paweł;;8377002825;9788377002827;4;3.72;Czerwone i Czarne;Paperback;294;2017;2017;;2021/01/20;;;read;;;;1;0
55023642;Pandemia. Raport z frontu;Paweł Kapusta;Kapusta, Paweł;;8366575179;9788366575172;4;3.70;Insignis Media;Paperback;260;2020;2020;;2021/01/20;;;read;;;;1;0
39465117;Zaufanie, czyli waluta przyszłości. Moja droga od zera do 7 milionów z bloga;Michał Szafrański;Szafrański, Michał;;8365796783;9788365796783;5;4.28;Grupa Wydawnicza Relacja;Paperback;431;2018;2018;;2021/01/20;;;read;;;;1;0
29151508;Finansowy ninja;Michał Szafrański;Szafrański, Michał;;8365308002;9788365308009;5;4.31;Kaveo Publishing;Hardcover;534;2016;2016;;2021/01/20;;;read;;;;1;0
17699395;Siła nawyku. Dlaczego robimy to, co robimy i jak można to zmienić w życiu i biznesie;Charles Duhigg;Duhigg, Charles;Małgorzata Guzowska;8377052709;9788377052709;4;4.13;Dom Wydawniczy PWN;Paperback;424;2013;2012;;2021/01/20;;;read;;;;1;0
20830437;CSS Secrets: Better Solutions to Everyday Web Design Problems;Michailia Verou;Verou, Michailia;;1449372635;9781449372637;0;4.53;O'Reilly Media;Paperback;354;2015;2014;;2021/01/20;;;read;;;;1;0
6649292;CSS: The Missing Manual (Missing Manuals);David Sawyer McFarland;McFarland, David Sawyer;;0596802447;9780596802448;0;4.12;O'Reilly Media;Paperback;538;2009;2006;;2021/01/20;;;read;;;;1;0
1760441;Head First JavaScript;Michael Morrison;Morrison, Michael;;0596527748;9780596527747;0;3.82;O'Reilly Media;Paperback;598;2008;2007;;2021/01/20;;;read;;;;1;0
58128;Head First Design Patterns;Eric Freeman;Freeman, Eric;Bert Bates, Kathy Sierra, Elisabeth Robson;0596007124;9780596007126;0;4.30;O'Reilly Media;Paperback;638;2004;2004;;2021/01/20;to-read;to-read (#34);to-read;;;;0;0
33921439;Object-Oriented JavaScript;Ved Antani;Antani, Ved;Stoyan Stefanov;1785884719;9781785884719;0;4.11;Packt Publishing;ebook;550;2017;;;2021/01/20;to-read;to-read (#33);to-read;;;;0;0
53018848;Pomocnik kata;Marek Krajewski;Krajewski, Marek;;8324060235;9788324060238;0;3.83;Znak;Paperback;400;2020;2020;;2021/01/20;to-read;to-read (#32);to-read;;;;0;0
26526967;Arena szczurów;Marek Krajewski;Krajewski, Marek;;8324038736;9788324038732;0;3.35;Znak;Paperback;320;2015;2015;;2021/01/20;to-read;to-read (#31);to-read;;;;0;0
44782911;Dziewczyna o czterech palcach;Marek Krajewski;Krajewski, Marek;;832405815X;9788324058150;4;3.69;Społeczny Instytut Wydawniczy Znak;Paperback;416;2019;2019;;2021/01/20;;;read;;;;1;0
25506720;Umarli mają głos. Prawdziwe historie.;Marek Krajewski;Krajewski, Marek;Jerzy Kawecki;832403403X;9788324034031;5;3.60;Społeczny Instytut Wydawniczy Znak;Paperback;224;2015;2015;;2021/01/20;;;read;;;;1;0
23015956;Władca liczb;Marek Krajewski;Krajewski, Marek;;8324032185;9788324032181;0;3.53;Znak;Paperback;312;2014;2014;;2021/01/20;;;read;;;;1;0
18298715;W otchłani mroku;Marek Krajewski;Krajewski, Marek;;8324027777;9788324027774;0;3.69;Znak;Paperback;320;2013;2013;;2021/01/20;;;read;;;;1;0
11081449;Liczby Charona;Marek Krajewski;Krajewski, Marek;;8324016112;9788324016112;0;3.71;Znak;Paperback;248;2011;2011;;2021/01/20;;;read;;;;1;0
8170474;Erynie;Marek Krajewski;Krajewski, Marek;;8324013601;9788324013609;0;3.70;Znak;Paperback;272;2010;2010;;2021/01/20;;;read;;;;1;0
53154599;Mock. Golem (Eberhard Mock, #11);Marek Krajewski;Krajewski, Marek;;8324059113;9788324059119;0;3.65;Znak;Paperback;416;2019;2019;;2021/01/20;to-read;to-read (#29);to-read;;;;0;0
55299718;Moloch (Eberhard Mock, #12);Marek Krajewski;Krajewski, Marek;;8324060995;9788324060993;0;3.70;Znak;Paperback;400;2020;2020;;2021/01/20;to-read;to-read (#30);to-read;;;;0;0
31839592;Mock (Eberhard Mock, #8);Marek Krajewski;Krajewski, Marek;;8324043411;9788324043415;4;3.80;Znak;Paperback;400;2016;2016;;2021/01/20;;;read;;;;1;0
35501953;Mock. Ludzkie zoo (Eberhard Mock, #9);Marek Krajewski;Krajewski, Marek;;8324049681;9788324049684;0;3.55;Znak;Paperback;400;2017;2017;;2021/01/20;to-read;to-read (#27);to-read;;;;0;0
41215018;Mock. Pojedynek (Eberhard Mock, #10);Marek Krajewski;Krajewski, Marek;;8324054197;9788324054190;0;3.77;Znak;Paperback;400;2018;2018;;2021/01/20;to-read;to-read (#28);to-read;;;;0;0
13615723;Rzeki Hadesu;Marek Krajewski;Krajewski, Marek;;8324022392;9788324022397;0;3.89;Znak;Paperback;250;2012;2012;;2021/01/20;;;read;;;;1;0
6387304;Głowa Minotaura (Eberhard Mock, #6);Marek Krajewski;Krajewski, Marek;;8374145803;9788374145800;0;3.83;W.a.B.;Mass Market Paperback;354;2009;2009;;2021/01/20;;;read;;;;1;0
3454363;Dżuma w Breslau (Eberhard Mock, #5);Marek Krajewski;Krajewski, Marek;;8374143436;9788374143431;0;3.75;Wydawnictwo W.A.B.;Paperback;254;2007;2007;;2021/01/20;;;read;;;;1;0
2108179;Festung Breslau;Marek Krajewski;Krajewski, Marek;Paulina Schulz;8374142103;9788374142106;0;3.78;Wydawnictwo W.A.B.;Paperback;288;2006;2006;;2021/01/20;;;read;;;;1;0
3454392;Widma w mieście Breslau;Marek Krajewski;Krajewski, Marek;;;;0;3.74;W.A.B.;Paperback;288;2005;2005;;2021/01/20;;;read;;;;1;0
2102387;Koniec świata w Breslau;Marek Krajewski;Krajewski, Marek;;8374142448;9788374142441;0;3.66;POLITYKA Spółdzielnia Pracy / WAB;Paperback;318;2006;2003;;2021/01/20;;;read;;;;1;0
2102386;Śmierć w Breslau;Marek Krajewski;Krajewski, Marek;;8373844252;9788373844254;0;3.50;Wydawnictwo Dolnośląskie;Paperback;212;1999;1999;;2021/01/20;;;read;;;;1;0
35785615;Początek (Robert Langdon, #5);Dan Brown;Brown, Dan;Paweł Cichawa;8381101433;9788381101431;0;3.89;Wydawnictwo Sonia Draga;Hardcover;576;2017;2017;;2021/01/20;to-read;to-read (#26);to-read;;;;0;0
50083526;Czarnobyl. Historia nuklearnej katastrofy;Serhii Plokhy;Plokhy, Serhii;Marek Fedyszak;8324057951;9788324057955;0;4.23;Społeczny Instytut Wydawniczy Znak;Paperback;480;2019;2018;;2021/01/20;to-read;to-read (#25);to-read;;;;0;0
43474355;Żydzi 2 (Opowieści niepoprawne politycznie, #4);Piotr Zychowicz;Zychowicz, Piotr;;8380623150;9788380623156;4;4.00;Dom Wydawniczy Rebis ;Paperback;496;2018;2018;;2021/01/20;;;read;;;;1;0
49230710;Wołyń zdradzony, czyli jak dowództwo AK porzuciło Polaków na pastwę UPA;Piotr Zychowicz;Zychowicz, Piotr;;838062579X;9788380625792;0;4.18;Dom Wydawniczy Rebis;Hardcover;496;2019;2019;;2021/01/20;to-read;to-read (#24);to-read;;;;0;0
36115401;Niemcy (Opowieści niepoprawne politycznie, #3);Piotr Zychowicz;Zychowicz, Piotr;;8380622383;9788380622388;0;4.25;Dom Wydawniczy Rebis;Paperback;496;2017;2017;;2021/01/20;to-read;to-read (#23);to-read;;;;0;0
38895787;Skazy na pancerzach. Czarne karty epopei Żołnierzy Wyklętych;Piotr Zychowicz;Zychowicz, Piotr;;8380622898;9788380622890;0;3.85;Dom Wydawniczy Rebis;Paperback;408;2018;2018;;2021/01/20;to-read;to-read (#22);to-read;;;;0;0
32669707;Sowieci (Opowieści niepoprawne politycznie, #2);Piotr Zychowicz;Zychowicz, Piotr;;8380621026;9788380621022;0;4.04;Dom Wydawniczy Rebis;Paperback;488;2016;2016;;2021/01/20;to-read;to-read (#21);to-read;;;;0;0
29919844;Żydzi (Opowieści niepoprawne politycznie, #1);Piotr Zychowicz;Zychowicz, Piotr;;8378188809;9788378188803;4;3.96;Dom Wydawniczy Rebis;Paperback;464;2016;2016;;2021/01/20;;;read;;;;1;0
23559866;Miasto 44;Marcin Mastalerz;Mastalerz, Marcin;;8377056658;9788377056653;3;3.54;PWN;Hardcover;336;2014;2014;;2021/01/20;;;read;;;;1;0
40202782;Dziewczyny z Wołynia;Anna Herbich;Herbich, Anna;;8324042911;9788324042913;4;4.56;Społeczny Instytut Wydawniczy Znak;Hardcover;288;2018;2018;;2021/01/20;;;read;;;;1;0
25302361;Dziewczyny z Syberii;Anna Herbich;Herbich, Anna;;8324030530;9788324030538;4;4.40;Społeczny Instytut Wydawniczy Znak;Hardcover;320;2015;2015;;2021/01/20;;;read;;;;1;0
22396790;Dziewczyny z Powstania;Anna Herbich;Herbich, Anna;;8324030093;9788324030095;4;4.33;Społeczny Instytut Wydawniczy Znak;Hardcover;320;2014;2014;;2021/01/20;;;read;;;;1;0
6535446;Tysiąc wspaniałych słońc;Khaled Hosseini;Hosseini, Khaled;Anna Jęczmyk;8373597336;9788373597334;4;4.43;Albatros;Hardcover;436;2009;2007;;2021/01/20;;;read;;;;1;0
42933;Tai-Pan (Asian Saga, #2);James Clavell;Clavell, James;;;;0;4.29;Dell;Paperback;734;2009;1966;;2021/01/20;to-read;to-read (#20);to-read;;;;0;0
52382796;Shōgun;James Clavell;Clavell, James;;1982603844;9781982603847;5;4.40;Blackstone Publishing;Paperback;1152;2020;1975;;2021/01/20;;;read;;;;1;0
2010685;Bieguni;Olga Tokarczuk;Tokarczuk, Olga;;8308039863;9788308039861;0;3.76;Wydawnictwo Literackie;Paperback;456;2007;2007;;2021/01/20;to-read;to-read (#19);to-read;;;;0;0
7667542;Opowieść podręcznej;Margaret Atwood;Atwood, Margaret;Zofia Uhrynowska-Hanasz;8324006664;9788324006663;4;4.13;Społeczny Instytut Wydawniczy Znak;Paperback;316;2006;1985;;2021/01/20;;;read;;;;1;0
33639434;Lion. Droga do domu;Saroo Brierley;Brierley, Saroo;Małgorzata Kafel;8324036636;9788324036639;4;4.11;Społeczny Instytut Wydawniczy Znak;Paperback;272;2016;2013;;2021/01/20;;;read;;;;1;0
33868472;Milczenie;Shūsaku Endō;Endō, Shūsaku;Izabela Denysenko;8324043330;9788324043330;4;4.08;Społeczny Instytut Wydawniczy Znak;Paperback;288;2017;1966;;2021/01/20;;;read;;;;1;0
23515648;Na granicy zmysłów;Przemek Kossakowski;Kossakowski, Przemek;;;9788375158021;3;3.27;Otwarte;ebook;;2014;2014;;2021/01/20;;;read;;;;1;0
25498179;Temat na pierwszą stronę;Umberto Eco;Eco, Umberto;Krzysztof Żaboklicki;;9788373925472;3;3.16;Noir sur Blanc;ebook;189;2015;2015;;2021/01/20;;;read;;;;1;0
25928423;THORN;Jason Hunt;Hunt, Jason;;9788394196;;1;2.41;JasonHunt Books;Hardcover;333;2015;2015;;2021/01/20;;;read;;;;1;0
6411961;The Lost Symbol (Robert Langdon, #3);Dan Brown;Brown, Dan;;0385504225;9780385504225;0;3.74;Doubleday;Hardcover;509;2009;2009;;2021/01/20;;;read;;;;1;0
5470;1984;George Orwell;Orwell, George;;;;5;4.19;New American Library;Mass Market Paperback;328;1950;1949;;2021/01/20;;;read;;;;1;0
2696239;Ludzie bezdomni;Stefan Żeromski;Żeromski, Stefan;;8373272364;9788304022959;0;2.94;Greg;Hardcover;255;1987;1900;;2021/01/20;;;read;;;;1;0
1841669;Zemsta;Aleksander Fredro;Fredro, Aleksander;;8373896791;9788373896796;2;3.16;Zielona Sowa;Hardcover;120;2007;1838;;2021/01/20;;;read;;;;1;0
881508;Pan Tadeusz;Adam Mickiewicz;Mickiewicz, Adam;Kenneth R. MacKenzie;0781800331;9780781800334;3;3.00;Hippocrene Books;Paperback;598;1992;1834;;2021/01/20;;;read;;;;1;0
41865;Twilight (The Twilight Saga, #1);Stephenie Meyer;Meyer, Stephenie;;0316015849;9780316015844;2;3.65;Little, Brown and Company;Paperback;498;2006;2005;;2021/01/20;;;read;;;;1;0
3221683;Latarnik;Henryk Sienkiewicz;Sienkiewicz, Henryk;;8373271783;9788373271784;0;2.94;GREG;Paperback;32;1999;1881;;2021/01/20;;;read;;;;1;0
3221687;Kamienie na szaniec;Aleksander Kamiński;Kamiński, Aleksander;;8310108893;;4;3.72;Nasza Księgarnia;Paperback;230;2003;1943;;2021/01/20;;;read;;;;1;0
21395678;Lalka - tom 3;Bolesław Prus;Prus, Bolesław;;;;0;3.94;Państwowy Instytut Wydawniczy;Hardcover;333;1962;1887;;2021/01/20;;;read;;;;1;0
17832942;Lalka - tom 2;Bolesław Prus;Prus, Bolesław;;;;0;3.87;Państwowy Instytut Wydawniczy;Hardcover;623;1962;1887;;2021/01/20;;;read;;;;1;0
21395671;Lalka - tom 1;Bolesław Prus;Prus, Bolesław;;;;0;3.74;Państwowy Instytut Wydawniczy;Hardcover;334;1962;1887;;2021/01/20;;;read;;;;1;0
4417509;Sonety krymskie;Adam Mickiewicz;Mickiewicz, Adam;;;9788374355148;0;3.45;Zielona Sowa;Paperback;40;2009;1826;;2021/01/20;;;read;;;;1;0
4497715;Śluby panieńskie;Aleksander Fredro;Fredro, Aleksander;;8373372334;;0;3.43;Prószyński i S-ka;Paperback;200;1999;1832;;2021/01/20;;;read;;;;1;0
4501440;Odprawa posłów greckich;Jan Kochanowski;Kochanowski, Jan;;8373271759;;0;1.97;Greg;Paperback;45;2006;1578;;2021/01/20;;;read;;;;1;0
13137962;Nielegalni (Nielegalni, #1);Vincent V. Severski;Severski, Vincent V.;;8375542962;9788375542967;3;3.98;Czarna Owca ;Hardcover;816;2011;2011;;2021/01/20;;;read;;;;1;0
5907;The Hobbit (The Lord of the Rings, #0);J.R.R. Tolkien;Tolkien, J.R.R.;Douglas A. Anderson, Michael Hague, Jemima Catlin;;;4;4.29;Houghton Mifflin;Paperback;366;2002;1937;;2021/01/20;;;read;;;;1;0
1812654;Boży bojownicy (Trylogia husycka, #2);Andrzej Sapkowski;Sapkowski, Andrzej;Barbara Samborska, Евгений Вайсброт;8370541674;9788370541675;5;4.17;SuperNOWA;Paperback;635;2004;2004;;2021/01/20;;;read;;;;1;0
1812595;Narrenturm (Trylogia husycka, #1);Andrzej Sapkowski;Sapkowski, Andrzej;;8370541534;9788370541538;5;4.02;SuperNOWA;Paperback;640;2002;2002;;2021/01/20;;;read;;;;1;0
1812661;Lux perpetua (Trylogia husycka, #3);Andrzej Sapkowski;Sapkowski, Andrzej;;8370541895;9788370541897;5;4.10;SuperNOWA;Paperback;608;2006;2006;;2021/01/20;;;read;;;;1;0
28823225;Zakonnice odchodzą po cichu;Marta Abramowicz;Abramowicz, Marta;;8364682911;9788364682919;4;3.90;Wydawnictwo Krytyki Politycznej;Paperback;224;2016;2016;;2021/01/20;;;read;;;;1;0
18245945;Archipelag Gułag 1918-1956. Tom 1-3;Aleksandr Solzhenitsyn;Solzhenitsyn, Aleksandr;Aleksander Sołżenicyn;8375103438;9788375103434;0;4.32;REBIS;Hardcover;1722;2008;1973;;2021/01/20;;;read;;;;1;0
39150261;Cień wiatru (Cmentarz Zapomnianych Książek, #1);Carlos Ruiz Zafón;Zafón, Carlos Ruiz;Beata Fabjańska-Potapczuk, Carlos Marrodán Casas;8377586525;9788377586525;0;4.29;MUZA S.A.;Mass Market Paperback;512;2013;2001;;2021/01/20;;;read;;;;1;0
40130191;A ja żem jej powiedziała...;Katarzyna Nosowska;Nosowska, Katarzyna;;;9788380322622;0;3.38;Wielka Litera;Audiobook;208;2018;2018;;2021/01/20;;;read;;;;1;0
41073028;Chrobot. Życie najzwyklejszych ludzi świata;Tomasz Michniewicz;Michniewicz, Tomasz;;8375154946;9788375154948;0;4.51;Otwarte;Hardcover;464;2018;2018;;2021/01/20;to-read;to-read (#17);to-read;;;;0;0
52269471;Mindf*ck: Cambridge Analytica and the Plot to Break America;Christopher Wylie;Wylie, Christopher;;1984854631;9781984854636;0;4.37;Random House;Hardcover;288;2019;2019;;2021/01/20;to-read;to-read (#16);to-read;;;;0;0
48552824;Pobudzeni. Skąd się wzięły hormony i jak kontrolują w zasadzie wszystko;Randi Hutter Epstein;Epstein, Randi Hutter;Jacek Konieczny;;9788366140431;0;3.93;Wydawnictwo Marginesy;Paperback;400;2019;2018;;2021/01/20;to-read;to-read (#15);to-read;;;;0;0
50240321;Król darknetu. Polowanie na genialnego cyberprzestępcę;Nick Bilton;Bilton, Nick;Rafał Lisowski;8380499816;9788380499812;0;4.40;Czarne;Hardcover;376;2020;2017;;2021/01/20;to-read;to-read (#14);to-read;;;;0;0
53128362;Prawa epidemii. Skąd się epidemie biorą i czemu wygasają?;Adam Kucharski;Kucharski, Adam;Jowita Maksymowicz-Hamann;8366577058;9788366577053;4;3.87;Grupa Wydawnicza Relacja ;Paperback;352;2020;2020;;2021/01/20;;;read;;;;1;0
42817250;O pisaniu. Na chłodno;Remigiusz Mróz;Mróz, Remigiusz;;8379760921;9788379760923;0;3.67;Czwarta Strona;Hardcover;299;2018;2018;;2021/01/20;;;read;;;;1;0
30114877;W cieniu prawa;Remigiusz Mróz;Mróz, Remigiusz;;837976451X;9788379764518;3;3.52;Czwarta Strona;Paperback;536;2016;2016;;2021/01/20;;;read;;;;1;0
55671421;Halny (Komisarz Forst, #6);Remigiusz Mróz;Mróz, Remigiusz;;8381952972;9788381952972;5;4.14;Filia;Paperback;480;2020;2020;;2021/01/20;;;read;;;;1;0
42186173;Władza absolutna (W kręgach władzy, #3);Remigiusz Mróz;Mróz, Remigiusz;;838075543X;9788380755437;4;3.90;Filia;Paperback;416;2018;2018;;2021/01/20;;;read;;;;1;0
55186855;Precedens (Chyłka i Zordon, #12);Remigiusz Mróz;Mróz, Remigiusz;;8366553817;9788366553811;0;3.89;Czwarta Strona;Paperback;512;2020;2020;;2021/01/20;;;read;;;;1;0
43536281;Nieodgadniona (Damian Werner, #2);Remigiusz Mróz;Mróz, Remigiusz;;8380755960;9788380755963;3;3.25;Filia;Paperback;400;2019;2019;;2021/01/20;;;read;;;;1;0
36339656;Większość bezwzględna (W kręgach władzy, #2);Remigiusz Mróz;Mróz, Remigiusz;;8380753402;9788380753402;3;3.91;Filia;Paperback;496;2017;2017;;2021/01/20;;;read;;;;1;0
50368841;Głosy z zaświatów (Seweryn Zaorski, #2);Remigiusz Mróz;Mróz, Remigiusz;;8380759893;9788380759893;4;3.99;Filia;Paperback;448;2020;2020;;2021/01/20;;;read;;;;1;0
35542049;Czarna Madonna;Remigiusz Mróz;Mróz, Remigiusz;;8379767101;9788379767106;3;2.95;Czwarta Strona;Paperback;464;2017;2017;;2021/01/20;;;read;;;;1;0
39801954;Zerwa (Komisarz Forst, #5);Remigiusz Mróz;Mróz, Remigiusz;;8380754581;9788380754584;4;4.07;Filia;Paperback;495;2018;2018;;2021/01/20;;;read;;;;1;0
34741355;Deniwelacja (Komisarz Forst, #4);Remigiusz Mróz;Mróz, Remigiusz;;8380752511;9788380752511;4;3.78;Filia;Paperback;496;2017;2017;;2021/01/20;;;read;;;;1;0
33012577;Wotum nieufności (W kręgach władzy, #1);Remigiusz Mróz;Mróz, Remigiusz;;8380751884;9788380751880;3;3.79;Filia;Paperback;624;2017;2017;;2021/01/20;;;read;;;;1;0
44049757;Umorzenie (Chyłka i Zordon, #9);Remigiusz Mróz;Mróz, Remigiusz;;8379761839;9788379761838;0;3.72;Czwarta Strona;Paperback;448;2019;2019;;2021/01/20;;;read;;;;1;0
45133430;Listy zza grobu (Seweryn Zaorski, #1);Remigiusz Mróz;Mróz, Remigiusz;;8380756835;9788380756830;4;3.76;Filia;Paperback;464;2019;2019;;2021/01/20;;;read;;;;1;0
41279221;Kontratyp (Chyłka i Zordon, #8);Remigiusz Mróz;Mróz, Remigiusz;;8379760298;9788379760299;0;3.82;Czwarta Strona;Paperback;531;2018;2018;;2021/01/20;;;read;;;;1;0
